,单价,地址,小区,年份,总价,户型,朝向,标题,楼层,面积
810,15368,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2016年建,146.0,2室2厅,南向,新出房源 宝业光谷丽都朝南好户型低价出售 满2年,中层（共28层）,95.0
811,15060,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2016年建,125.0,2室2厅,南北向,光谷东电梯小高层小2房带暖气北辰优+朗诗里程随时看,中层（共11层）,83.0
812,22581,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2015年建,210.0,3室2厅,南向,新上 万科城花�Z苑三居室 户型方正 中高层 视野采光好,中层（共34层）,93.0
813,18000,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,135.0,2室2厅,南向,新上房源 证满二 天祥尚府 精装两房 全房朝南 中间楼层 房东急卖,中层（共32层）,75.0
814,15833,光谷东-光谷四路省奥体中心东侧800m(高新四路与光,绿地国际理想城,2018年建,190.0,3室2厅,南北向,新上+关谷绿地理想城+3房当2房的价格卖+没有比这低格低+价,中层（共33层）,120.0
815,8913,光谷东-葛店经济开发区电商大道与陶塘大道交汇处(唯品,新城汇隽,2012年建,82.0,3室2厅,南向,新城汇隽精装复式均价9千起首付两成,中层（共23层）,92.0
816,14006,民族大道-武汉市洪山区南湖大道48号(东湖开发区南湖南,清水源,2005年建,125.0,4室2厅,南北向,清水源复式89平实用120平125万自住精装随时看房,高层（共6层）,89.25
817,14904,光谷东-高新四路与佛祖岭二路交汇处,当代云谷,2018年建,155.0,3室2厅,南北向,超好的地段当代云谷155万新房无任何费用,低层（共30层）,104.0
818,24286,金融港-光谷大道120号(紧邻光谷金融港),现代森林小镇,2013年建,255.0,3室2厅,南北向,新上好房 现代森林小镇 精装三室 南北通透 �W为未用 随时可看房,高层（共11层）,105.0
819,15713,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2020年建,192.26,4室2厅,南北向,三环内光谷住宅+122平精装四房+主卧带阳台+全房通透采光足房型正,中层（共33层）,122.36
820,13088,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城,2015年建,178.0,3室2厅,南北向,碧桂园生态城依云 环境优美 南北通透 大三房两卫,高层（共18层）,136.0
821,21878,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,160.8,2室2厅,南向,业主即将去美国急售红郡大两房+首付58万+只卖8天+直降10万+急售,中层（共25层）,73.5
822,22673,光谷-创业街与光谷一路交汇处(创业街大秦村站),新世界恒大华府,2014年建,314.7,3室2厅,南北向,光谷地铁2号线房新世界恒大华府首付95万139平,低层（共8层）,138.8
823,25547,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,350.0,4室2厅,南北向,红郡137户型 满2年自住保养新 中层采光好 现代森林小镇旁,中层（共18层）,137.0
824,17600,光谷东-高新二路与大吕路交汇处(省奥体中心旁),优+国际青年互动特区,2016年建,220.0,3室2厅,南北向,光谷北辰优+花园洋房带大露台毛坯三房两卫人车分流一梯两户,中层（共5层）,125.0
825,15116,光谷东-光谷七路(神墩二路以南、高新二路以北),桃花源,2013年建,65.0,1室1厅,南北向,"光谷东地铁口精装修一室一厅,满二满二满二,只售65万元",中层（共26层）,43.0
826,15422,民族大道-光谷民族大道888号,锦绣龙城,2015年建,128.0,2室2厅,南向,光谷五小 锦绣龙城 南北通透户型 自住装修 随时看房 证满无贷,中层（共18层）,83.0
827,16193,光谷-东湖开发区创业街路(马鞍山森林公园对面),葛洲坝世纪花园三期,2017年建,200.0,3室2厅,南北向,葛洲坝南北通透三房 中间楼栋 采光通风好 不临高架和铁路,中层（共29层）,123.51
828,21197,关山-东湖新技术开发区关山一路74号,保利花园,2004年建,248.0,3室2厅,南北向,业主急售!光谷关山大道保利花园 南北通透三室 两证满,高层（共11层）,117.0
829,23333,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2012年建,280.0,3室2厅,南向,万科城花�Z苑 品质小区 精装三房 业主自住 带家具家电+车位,高层（共34层）,120.0
830,15570,金融港-高新四路以南、光谷一路以东(联想产业基地对面,旭辉御府,2017年建,123.0,2室2厅,南北向,急售 旭辉御府(毛坯两房 只卖123万 中高层采光好!!,中层（共32层）,79.0
831,19580,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2005年建,280.0,3室2厅,南北向,"学!区!房!全身心漫步在一片阳光之中,闲适氛围随意流露。",低层（共13层）,143.0
832,20184,关山-关山大道与纺织路交汇处(金地格林东郡旁),红枫金座,2018年建,81.36,1室1厅,南向,关山大道口 地铁公交直达的好楼盘红枫金座 小户型的70年产权住宅,中层（共33层）,40.31
833,15909,民族大道-光谷民族大道888号,锦绣龙城,2009年建,140.0,2室2厅,南向,锦绣龙城 精装大两房 产证满两年 即买即住啊,中层（共41层）,88.0
834,16000,民族大道-光谷民族大道888号,锦绣龙城,2014年建,120.0,2室2厅,南向,锦绣龙城精巧小两房 精装修 满二无税 刚需小两口必备 有钥匙,高层（共33层）,75.0
835,23014,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,168.0,2室2厅,南北向,新上+2小+业主急疯啦+性价比超-高+户型方正现买现住 满2,低层（共32层）,73.0
836,16667,光谷-光谷街3号,世界城尚都,2006年建,95.0,1室1厅,南北向,关谷尚都世界城 朝南70年产权带天然气 两证齐全 有钥匙,高层（共30层）,57.0
837,20885,关山-东湖开发区光谷软件园三路10号,清江山水,2009年建,210.0,2室2厅,南北向,房东急售 直降6万光谷软件园 居家精装满五两房 中间楼层,高层（共11层）,100.55
838,20733,光谷-雄楚大街888号(武汉工程大学正对面),金地雄楚1号,2013年建,190.0,2室1厅,南向,光谷金地大两居 自住装修满二视野开阔 诚心出售,低层（共33层）,91.64
839,25424,关山-光谷步行街关山大道口,世界城香榭丽舍,2018年建,300.0,3室2厅,南北向,光谷步行街旁 香榭丽舍 2号线地铁口 精装交房 南北户型 认购认购,中层（共33层）,118.0
840,20000,民族大道-大学园路4号(万科城市花园对面),博海光谷麒麟社,2012年建,150.0,2室1厅,南北向,万科城市花园+均价2万学·区·房+150万精装两房哪里找,高层（共18层）,75.0
841,25000,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2015年建,265.0,3室2厅,南北向,�R东湖高新 光谷 近地铁 医院 毛坯三房 业主急售,中层（共32层）,106.0
842,21396,关山-关山大道与南湖大道交汇处(光谷创意大厦旁),融科天域,2016年建,190.0,2室2厅,南北向,实拍光谷软件园旁融科天域经典两房 实验 急售随时看房,中层（共32层）,88.8
843,19828,关山-东湖开发区光谷软件园三路10号,清江山水,2017年建,230.0,3室1厅,南北向,"沃尔玛旁 清江山水三期满二无税精装三房,诚心出售,随时看房!",低层（共32层）,116.0
844,21057,光谷-科技新城华光大道特1号,学府佳园,2000年建,285.0,4室3厅,南北向,"两证满五年,复式楼,集中供暖公摊小,使用面积大135.35平万",高层（共6层）,135.35
845,24405,关山-光谷步行街关山大道口,世界城香榭丽舍,2014年建,205.0,2室2厅,南向,光谷意大利风情街街70年产权住宅一手新房无任何后期费用,高层（共30层）,84.0
846,19925,光谷-雄楚大街888号(武汉工程大学正对面),金地雄楚1号,2014年建,265.0,3室2厅,南北向,金地雄楚一号 大三房 南北通透 中间楼层 采光好 有钥匙,中层（共33层）,133.0
847,19868,光谷-康泰路与荣院路交汇处(柳林雅居对面),金地天悦,2017年建,160.0,2室2厅,南向,二号线光谷地铁口 豪华装修朝南两房 居家经典两房 急售!,低层（共33层）,80.53
848,12966,光谷东-高新四路与佛祖岭二路交汇处,当代云谷,2018年建,153.0,3室2厅,南北向,光谷东+三条地铁+直接认购+无中介费+45万+毛坯新房+方正,中层（共32层）,118.0
849,15455,民族大道-龙城路与天际路交汇处(锦绣龙城旁),光谷地产梅花坞,2015年建,170.0,2室2厅,南北向,宝业光谷丽都附近 40万精装修 南北通透 户型方正 有钥匙随时看房,中层（共24层）,110.0
850,19310,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2016年建,280.0,4室2厅,南北向,倾倾推荐 +主+推光谷之星+5房卖4房的价格+这个价没有比我,高层（共33层）,145.0
851,15043,民族大道-光谷民族大道888号,锦绣龙城,2014年建,173.0,3室2厅,南向,锦绣龙城买房找小马帮忙 房东换房急售 满两年 非诚勿扰,中层（共32层）,115.0
852,17788,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2014年建,185.0,3室2厅,南北向,和昌光谷未来城+三环内双地铁覆盖+104-124平精装房+团,中层（共24层）,104.0
853,18973,光谷-东湖新技术开发区雄楚大道908号,金地中心城,2010年建,170.0,2室1厅,南向,光谷鲁巷商圈金地雄楚1号旁金地中.心城精装两房业主诚意出售,低层（共33层）,89.6
854,17355,关山-民族大道305号(与南湖大道交汇100米处),东林外庐,2006年建,210.0,3室2厅,南北向,中南财经政法大学东林外庐电梯精装三房出售。看房随时可以看,高层（共11层）,121.0
855,15616,民族大道-光谷民族大道888号,锦绣龙城,2014年建,114.0,2室2厅,南向,锦绣龙城专盘顾问推荐 精装两房 看房热线1800713495,中层（共32层）,73.0
856,21538,关山-东湖新技术开发区关山一路1号,蓝域拿铁公寓,2014年建,56.0,1室1厅,南向,只此一套 拿铁公寓 独门独户一居室 满二税少 带读书方便,低层（共6层）,26.0
857,20168,光谷-康泰路与荣院路交汇处(柳林雅居对面),金地天悦,2016年建,240.0,3室2厅,南北向,"金地天悦,精装修南北通透双阳台",低层（共33层）,119.0
858,17217,关山-关山大道589-590号,中建康城,2014年建,228.0,4室2厅,南北向,软件园旁 中建康城精装4房 高楼层采光好 业主自住 看房方便,高层（共33层）,132.43
859,21939,关山-关山大道与珞喻路交汇处(华中科技大学正对面),泛悦城,2018年建,215.0,3室2厅,南北向,光谷泛悦城二期即将开盘一手资源稳定拿房户型楼层可选懂的来,高层（共32层）,98.0
860,14433,民族大道-光谷民族大道888号,锦绣龙城,2013年建,140.0,3室2厅,南北向,"zhen房源!业主换房急售!送品牌家具家电,不临街,欢迎看房",中层（共18层）,97.0
861,22198,民族大道-东湖开发区民族大道与天际路交汇处(保利十二橡,当代安普顿小镇,2015年建,200.0,3室2厅,南北向,"满二无税安普顿英伦洋房,纯毛坯复式楼,使用面积170多平",高层（共5层）,90.1
862,23889,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2018年建,172.0,2室2厅,南向,保利时代精装朝南两房 中间楼层 满两年 仅售172万 你值得拥有,中层（共32层）,72.0
863,19022,金融港-光谷大道120号(紧邻光谷金融港),现代森林小镇,2013年建,175.0,2室2厅,南北向,业主急售 超低价 现代森林小镇 一梯两户 南北通透 随时可看,高层（共11层）,92.0
864,15172,民族大道-光谷民族大道888号,锦绣龙城,2015年建,132.0,2室2厅,东南向,锦绣龙城新上Zhen实房源!业主因置换 家具家电全送 满二!,中层（共24层）,87.0
865,22740,金融港-东湖新技术开发区大学园路1号,万科红郡,2012年建,166.0,2室2厅,南向,急售万科红郡新净装修采光充足南北对流送阳台拎包入住,低层（共32层）,73.0
866,18471,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2014年建,265.0,4室2厅,南北向,中建光谷之星毛坯四房中间楼层包过户房东用钱急售,中层（共33层）,143.47
867,17910,光谷-雄楚大道998号(核动力研究所对面),阳光在线南区,2015年建,120.0,2室2厅,南向,"光谷广场旁阳光,精装两房,满二无税,房东急售,随时可看",中层（共6层）,67.0
868,16387,光谷东-高科园路与神墩二路交汇处(光谷六路站旁),光谷188国际社区,2016年建,195.0,3室2厅,南北向,当代云谷 新房无税 无任何费用 好房不等人,中层（共32层）,119.0
869,20385,关山-关山大道与南湖大道交汇处(光谷创意大厦旁),融科天域,2016年建,180.0,2室2厅,南北向,�R融科天域 毛坯两居室 自住装修 光谷 实验 急售,高层（共34层）,88.3
870,19483,民族大道-大学园路4号(万科城市花园对面),博海光谷麒麟社,2010年建,113.0,2室2厅,南北向,W万科城市花园麒麟社 精装小两居 电梯中层 业主诚心急售,中层（共18层）,58.0
871,20505,关山-关山大道和南湖大道交汇处(光谷创意大厦与光谷,联想江城雅居,2017年建,203.0,3室2厅,南北向,联想江城雅居+关山大道上+小三房+诚心卖+中间楼层+有钥匙,中层（共32层）,99.0
872,16400,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2015年建,205.0,3室2厅,南北向,"首付只要六十万,豪装大三房您就带回家,城市阳光极力推荐。诚售",高层（共34层）,125.0
873,18329,关山-光谷一路与湖口一路交汇处(光谷火车站东侧),统建天成美景,2017年建,237.0,3室2厅,南北向,"光谷火车站,双地铁口,天成美景,毛坯大三房,楼层好,有钥匙",中层（共33层）,129.3
874,24812,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,330.0,3室2厅,东南向,万科城花豪华装修大三房小区电梯中高层户型通透带三阳台,中层（共11层）,133.0
875,12055,光谷东-花城大道9号(软件新城公交站旁),亿达云山湖,2017年建,176.0,4室2厅,南北向,光谷东 ! 大四房出售 亿达云山湖 单价12200毛坯房出售,高层（共15层）,146.0
876,14361,光谷东-花城大道与梅城路交汇处(花山生态艺术馆旁),万科花山紫悦湾,2018年建,125.0,3室2厅,南向,光谷万科紫悦湾小三房精装带品牌家电 楼层视野好交通方便,高层（共28层）,87.04
877,16607,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,186.0,3室2厅,南向,名湖豪庭豪装三房 中间楼层家具家电全送 拎包即住省时省心,高层（共33层）,112.0
878,22378,关山-东湖开发区光谷软件园三路10号,清江山水,2015年建,320.0,4室2厅,南北向,清江山水 靠湖洋房豪装80万!143平大四房满两年!随时看房,高层（共5层）,143.0
879,19271,光谷-高新大道与教育中路交汇处(光谷九小旁),国创光谷上城,2017年建,185.0,3室2厅,南北向,双地铁口 统建天成美景旁 毛坯三房 东南向 有两证 有钥匙 诚意售,中层（共33层）,96.0
880,11489,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2019年建,108.0,3室2厅,南北向,联投花山郡新房无后期过户费用刚需非刚需都可购买需要可联,低层（共32层）,94.0
881,17323,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2017年建,154.0,3室2厅,南向,华师一旁天祥居家精装小三房 中间楼层 采光好 看房方便,中层（共34层）,88.9
882,20984,光谷-雄楚大道998号(核动力研究所对面),阳光在线南区,2012年建,128.0,2室1厅,南北向,精装全明 一梯两户 15万急售 有匙即看 南北通透 急售,高层（共7层）,61.0
883,17662,民族大道-光谷民族大道888号,锦绣龙城,2009年建,136.0,2室2厅,南向,"锦绣龙城,40万首付买两房,居家装修,未用,拎包入住",低层（共32层）,77.0
884,17665,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2014年建,295.0,5室2厅,南北向,"11号线地铁口,品质小区,中建光谷之星通透大四房急售,总价低",中层（共18层）,167.0
885,22059,光谷-东湖新技术开发区珞瑜东路2号,巴黎豪庭,2010年建,300.0,3室2厅,南北向,"15万 华科腹地巴黎豪庭南北通透三房,300万无税",中层（共11层）,136.0
886,17857,关山-光谷一路与湖口一路交汇处(光谷火车站东侧),统建天成美景,2015年建,200.0,3室2厅,南北向,喜迎11号线 楼下双地铁口 南北通透大三房 醉低总价200万,高层（共33层）,112.0
887,24468,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2015年建,230.0,3室2厅,南北向,保利时代 全新毛坯三房 楼层好 随时看房 价格便宜,高层（共34层）,94.0
888,22596,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2015年建,188.0,2室2厅,南向,诚心急售!低于市场价50万 保利时代 送全新精装修家具家电,中层（共32层）,83.2
889,20285,关山-关山大道519号,光谷坐标城�o馆,2010年建,99.8,2室2厅,南向,12月28日 光谷天di坐标城 酒店式公寓,高层（共20层）,49.2
890,16047,民族大道-东湖开发区民族大道与天际路交汇处(保利十二橡,当代安普顿小镇,2014年建,138.0,2室2厅,南向,安普顿精装修二房 真实价格 湖景房 华师一,低层（共33层）,86.0
891,19601,民族大道-民族大道318号,丽岛美生,2014年建,115.0,2室1厅,东南向,丽岛美生 2室1厅 东南,中层（共23层）,58.67
892,21677,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2015年建,160.0,2室2厅,西向,世贸中心万科城花�Z苑 精装两房朝南 明厨明卫 诚心出售!,中层（共34层）,73.81
893,16452,光谷东-花城大道与梅城路交汇处(花山生态艺术馆旁),万科花山紫悦湾,2016年建,153.0,3室2厅,南北向,"万科好房出售,精装修,直接入住",中层（共27层）,93.0
894,15455,关山-东湖高新技术开发区高新大道8号,迎宾家园,2011年建,102.0,2室1厅,南北向,"光谷火车站旁 迎宾家园好房出售,总价美丽,随时看房",低层（共7层）,66.0
895,13866,光谷东-高新四路与佛祖岭二路交汇处,当代云谷,2018年建,165.0,3室2厅,南北向,急售新房无税 无任何费用 东湖高新光谷东当代云谷 好房不等人,中层（共32层）,119.0
896,19000,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2015年建,152.0,2室2厅,南向,枫叶国际旁 房东急卖 楼层好 看中就可以签 急卖 急卖!,高层（共33层）,80.0
897,20755,关山-光谷软件园三路10号,清江山水二期,2012年建,220.0,4室2厅,南北向,光谷软件园旁 清江山水 精装四房 两证无税,中层（共32层）,106.0
898,19025,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2015年建,160.0,2室2厅,南向,50万装修全送 中铁梧桐苑品尝园的风景 家的风采 眼前的风情,中层（共33层）,84.1
899,22680,关山-高新二路与关南园二路交汇处(光谷天地旁),光谷坐标城九期,2015年建,220.0,3室2厅,南北向,"光谷坐标城九期卖了亏了,买了赚了!",中层（共32层）,97.0
900,15946,光谷-SBI创业街关山派出所旁,亿德光谷先锋,2013年建,118.0,2室2厅,南向,"亿德光谷先锋光谷创业街,双地铁,送面积不新盘出售",低层（共27层）,74.0
901,27830,关山-光谷大道46号,丽岛漫城,2015年建,295.0,3室2厅,南北向,丽岛漫城 证满两年 通透大三室 售295,高层（共8层）,106.0
902,17797,光谷东-珊瑚北路与九峰二路交汇处(新能源研究院北侧),北大资源山水年华,2014年建,210.0,3室2厅,南北向,北大资源山水年华真实在卖的南北通透毛坯大三房,中层（共6层）,118.0
903,21728,光谷-关山大道与纺织路路口西行100米(武汉职业技,金地格林东郡,2016年建,215.0,3室2厅,南向,金地格林东郡三房、开发商精装修、诚心出售,低层（共34层）,98.95
904,18525,民族大道-光谷民族大道888号,锦绣龙城,2009年建,113.0,2室1厅,南向,锦绣龙城 真��房源 真��价格 精装两房 婚房装修,中层（共32层）,61.0
905,13934,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城左岸,2016年建,170.0,4室2厅,南向,碧桂园生态城 四房两卫 精装修 随时可看房,低层（共33层）,122.0
906,15637,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2017年建,205.0,4室2厅,南北向,光谷东毛坯通透大4房地铁11号线旁188国际社区北辰优+,高层（共27层）,131.1
907,23845,金融港-东湖新技术开发区大学园路1号,万科城市花园,2006年建,320.0,3室2厅,南北向,"新上,城花电梯大三房,精装,拎包入住,户型赶紧联系我",高层（共11层）,134.2
908,18750,金融港-东湖高新开发区光谷高新四路1号,万科魅力之城,2008年建,135.0,2室2厅,南北向,"光谷小两房,目前市面上超级刚需两房,一梯两户,南北通透,诚售",高层（共11层）,72.0
909,15364,民族大道-光谷民族大道888号,锦绣龙城,2009年建,169.0,3室2厅,南北向,新上房源 证满三房 居家精装修 中间楼层 诚心卖 看中即可签,中层（共22层）,110.0
910,15938,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2018年建,171.0,3室2厅,南向,光谷高新二路三环内地铁口精装大三房住宅出售装修可贷款总价低,中层（共33层）,107.29
911,15356,民族大道-南湖大道中南财大内,津发小区,2014年建,209.0,3室2厅,南向,水蓝路财大旁津发小区精装三房诚心出售 拎包入住,高层（共12层）,136.1
912,23656,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2012年建,220.0,3室2厅,南北向,专盘+你没有看错+�Z苑93户型带两洗手间+品牌万科物业+可遇不可求,中层（共34层）,93.0
913,12081,民族大道-东湖新技术开发区汤逊湖畔(距离汤逊湖旅游度假,汤逊湖山庄,2005年建,180.0,4室2厅,南北向,"长岛为邻,金融港为伴全视野180度湖景四室南北双阳台先到先得哦",高层（共7层）,149.0
914,19425,光谷-荷叶山路与关东园五路交汇处(荷叶山社区对面),蓝光COCO时代,2014年建,169.0,3室2厅,南北向,有钥匙业主诚心卖 蓝光COCO时代 精装3房 169万,低层（共32层）,87.0
915,19627,光谷-康泰路与荣院路交汇处(柳林雅居对面),金地天悦,2013年建,180.0,2室2厅,南向,金地天悦 次新小区居家装修两房 中间楼层 随时看房,高层（共33层）,91.71
916,11386,民族大道-民族大道、大学园路及江夏大道交汇处(紧邻东湖,光谷麦郡,2015年建,115.0,3室2厅,南北向,"光谷麦郡,豪装3房,家具电全留,欧式风格,明厨明卫,拎包住",中层（共24层）,101.0
917,20256,关山-关山大道与纺织路交汇处(金地格林东郡旁),红枫金座,2018年建,79.0,1室1厅,南向,光谷关山大道旁 红枫金座小户型70年产权住宅无茶水,中层（共32层）,39.0
918,17308,光谷东-珊瑚北路与九峰二路交汇处(新能源研究院北侧),北大资源山水年华,2014年建,180.0,3室2厅,南北向,北大资源山水年华真实在卖的通透毛坯三房,中层（共6层）,104.0
919,23118,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2015年建,215.0,3室2厅,南北向,一房通 王飞 保利时代O清水毛坯O客厅朝南中间楼层O随时看,高层（共34层）,93.0
920,21667,光谷-雄楚大道998号(核动力研究所对面),阳光在线南区,2010年建,130.0,2室1厅,南向,新出阳光在线南区 1室1厅可以改2室满二年 业主置换诚心出售,中层（共10层）,60.0
921,26207,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2017年建,380.0,4室2厅,南北向,"保利时代精装南北通透大四房,中高楼层,房东诚心出售看房有钥匙",中层（共45层）,145.0
922,15959,光谷东-高新大道与驿山南路交汇处(湖北科技新馆展示中,奥山光谷世纪城,2017年建,308.0,4室2厅,南向,光谷东澎湃城奥山府新房带装修直接认购无中介茶水费首付1成起,中层（共20层）,193.0
923,15905,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2013年建,136.0,2室2厅,南北向,"地·铁·口中间楼层,近满庭春北辰优+,价格真实,首付40万",中层（共27层）,85.51
924,23010,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,170.0,2室2厅,南北向,"业主急售、地-铁旁,双-,万科城市花园、万科红郡精装2房",中层（共32层）,73.88
925,12992,民族大道-东湖经济开发区光谷创业街特1号(庙山管委会旁,光谷未来阳光海岸,2005年建,165.0,3室2厅,南向,一线湖景 对汤逊湖x校 单价12900 阳光海岸 婚房精装3房 满两年,中层（共17层）,127.0
926,23034,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,205.0,3室2厅,北向,205万 万科红郡精装3房2厅1卫89+15 业主急卖,低层（共26层）,89.0
927,16203,民族大道-光谷民族大道888号,锦绣龙城,2009年建,130.0,2室1厅,南北向,锦绣龙城 精装修两房两厅 户型方正 南北通透 小区中心区域有钥匙,高层（共33层）,80.23
928,22936,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2012年建,250.0,3室2厅,南北向,"光谷坐标城,成熟小区,人气旺,交通便利!价格可议!",低层（共32层）,109.0
929,5625,光谷东-东湖高新区光谷四路森林大道交汇处,九峰景源里,2014年建,45.0,2室2厅,南向,超好的地段九峰景源里45万3室2厅2卫毛坯,中层（共25层）,80.0
930,17857,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,225.0,3室2厅,南向,"俯瞰名湖,坐拥豪庭270°全景看公园美景,安普顿小镇旁名湖",中层（共32层）,126.0
931,21212,金融港-东湖新技术开发区大学园路1号,万科城市花园,2010年建,210.0,2室2厅,南北向,万科城市花园精装大两房 低总价 八成新带花园 DU家房源,低层（共9层）,99.0
932,12660,光谷东-东湖高新光谷三路,烽云慧城,2016年建,119.0,3室2厅,南向,光谷东中心城北辰优+旁烽云慧城毛坯三房楼层高采光好房东急售,高层（共26层）,94.0
933,14856,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2015年建,160.0,3室2厅,南向,光谷满庭春急售稀有房源洋房毛坯无税税费少楼栋好楼层佳,中层（共11层）,107.7
934,21074,关山-关山大道519号(关山大道与南湖南路交汇处),光谷坐标城四期,2008年建,290.0,3室2厅,南北向,"捡漏房,坐标城四期,精装大三房,满五,商业 俱全一站",低层（共16层）,137.61
935,13380,民族大道-龙城路6号,中谷苑二期,2013年建,190.0,3室2厅,南北向,中谷苑精装修好房急售全天采光随时过户,中层（共11层）,142.0
936,18095,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2009年建,190.0,3室2厅,南北向,光谷关山软件园 汤逊湖 名湖豪庭安普顿小镇旁 精装修,中层（共33层）,105.0
937,25781,光谷-洪山关山大道与创业街交汇处(关山大道关山街站,保利时代广场,2015年建,330.0,4室2厅,南向,真信息 保利时代南区 全新装修 南北通透 3房1书房随时看房,低层（共33层）,128.0
938,16867,民族大道-光谷民族大道888号,锦绣龙城,2018年建,140.0,2室2厅,南向,锦绣龙城H区 9楼舒适层 产权没问题 光谷软件园清江山水旁,中层（共24层）,83.0
939,15263,民族大道-南湖大道中南财大内,津发小区,2011年建,145.0,2室2厅,南向,"津发劲爆两房资源,只卖16年的单价,房东置换急售!!",中层（共19层）,95.0
940,23092,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,170.0,2室2厅,南北向,"万科红郡 双xue区,精装2房、满2 不临路",中层（共32层）,73.62
941,21818,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2019年建,120.0,3室2厅,南北向,光谷H+小米总部11号线地铁口20米5.4米层高公寓买一层送,中层（共33层）,55.0
942,15692,光谷-关山佳园路华中科技大学对面关东公寓,关东公寓,2002年建,102.0,2室2厅,南北向,珞瑜东路佳园路 关东公寓 南北通透两房 两证满两年出售,低层（共7层）,65.0
943,21845,关山-关山大道与南湖大道交汇处(光谷创意大厦旁),融科天域,2016年建,225.0,3室2厅,南北向,"真图真信息,融科天域,中间层,全新毛坯,本部,有钥匙",中层（共32层）,103.0
944,14108,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2016年建,125.0,3室2厅,南北向,"急售光谷满庭春,地铁口附近,满两年后期税少,",低层（共10层）,88.6
945,15385,民族大道-光谷民族大道888号,锦绣龙城,2009年建,200.0,3室2厅,南北向,换房急售随时可看 锦绣龙城三期全南户型走心精装修大三房,中层（共24层）,130.0
946,25905,光谷-东湖新技术开发区珞瑜东路2号,巴黎豪庭,2006年建,450.0,4室2厅,南北向,珞瑜东路 华中科技大学旁 巴黎豪庭豪装四房 南北通透 急售,高层（共25层）,173.71
947,18452,光谷-光谷大道19号(光谷大道与高新大道交汇处),金鑫国际,2015年建,155.0,3室2厅,南向,"关山光谷八号旁,金鑫国际,精装三居,业主直降10万,拎包入住",高层（共34层）,84.0
948,25202,光谷-关山大道与雄楚大道交汇处向东400米(保利花,保利茉莉公馆,2014年建,178.0,2室2厅,南向,关山大道保利花园旁保利茉莉公馆精装2房中间位置诚心出售,低层（共34层）,70.63
949,15244,光谷东-高新二路与大吕路交汇处(省奥体中心旁),优+国际青年互动特区,2015年建,125.0,2室2厅,南向,真实在售!北辰优加 2室2厅 清水毛坯 视野采光好 看房有钥匙,低层（共33层）,82.0
